0.08,+
0.07,+
0.05,+
0.060000000000000005,+
0.060000000000000005,+
0.07,+
0.07,+
0.05,+
0.060000000000000005,+
0.060000000000000005,+
0.07,+
0.05,+
0.08,+
0.04,+
0.04,+
0.09,+
